Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.57.131-192.168.57.32-59419-53-17,192.168.57.131,59419,192.168.57.32,53,17,10/05/2025 04:06:37 PM,30839,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,64.85294594506956,30839,0.0,30839,30839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,87,215,32.42647297253478,32.42647297253478,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,87,30839,0.0,30839,30839,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-56399-53-17,192.168.57.131,56399,192.168.57.32,53,17,10/05/2025 04:06:37 PM,30678,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,65.19329812895235,30678,0.0,30678,30678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,87,274,32.596649064476175,32.596649064476175,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,87,30678,0.0,30678,30678,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-58989-53-17,192.168.57.131,58989,192.168.57.32,53,17,10/05/2025 04:06:37 PM,28339,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,70.57412047002364,28339,0.0,28339,28339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,69,127,35.28706023501182,35.28706023501182,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,69,28339,0.0,28339,28339,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-64115-53-17,192.168.57.131,64115,192.168.57.32,53,17,10/05/2025 04:06:37 PM,28239,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,70.82403767838804,28239,0.0,28239,28239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,69,169,35.41201883919402,35.41201883919402,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,69,28239,0.0,28239,28239,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-59691-53-17,192.168.57.131,59691,192.168.57.32,53,17,10/05/2025 04:06:37 PM,29296,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,68.26870562534134,29296,0.0,29296,29296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,84,148,34.13435281267067,34.13435281267067,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,84,29296,0.0,29296,29296,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-56007-53-17,192.168.57.131,56007,192.168.57.32,53,17,10/05/2025 04:06:37 PM,28020,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,71.3775874375446,28020,0.0,28020,28020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,84,165,35.6887937187723,35.6887937187723,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,84,28020,0.0,28020,28020,0.0,0.0,0.0,0.0,NeedManualLabel
18.66.41.58-192.168.57.131-443-50751-6,18.66.41.58,443,192.168.57.131,50751,6,10/05/2025 04:06:37 PM,45187220,5,5,485,368,446,0,97,195.82645377987112,328,0,73.6,143.1967178394812,18.87701876769582,0.22130150958611747,5020802.222222222,14977915.430481587,44961845,0,45159406,11289851.5,22497839.605463166,45036499,0,45165110,11291277.5,22447109.426338475,44961845,29,0,0,0,0,282,270,0.11065075479305873,0.11065075479305873,0,446,85.3,162.2008699798562,26309.12222222222,0,0,0,4,10,0,0,0,1.0,118.1,97.0,73.6,282,0.0,0.0,0.0,0.0,0.0,0.0,5.0,485.0,5.0,368.0,0,251,2,54,112687.5,128095.92894584902,203265,22110,44961845,0.0,44961845,44961845,NeedManualLabel
192.168.57.131-52.231.230.148-51346-443-6,192.168.57.131,51346,52.231.230.148,443,6,10/05/2025 04:06:37 PM,45663311,16,16,6720,6850,1440,0,420,619.5987949202828,1440,0,428.125,624.5568962605943,297.17512162006824,0.7007814216538086,1473010.0322580645,8079152.847136613,45004096,0,45536450,3035763.3333333335,11640099.727479938,45111826,0,45544463,3036297.533333333,11645271.075652001,45130957,0,0,0,0,0,876,888,0.3503907108269043,0.3503907108269043,0,1440,424.0625,611.9808629466311,374520.5766129032,0,2,0,10,31,0,0,0,1.0,424.0625,420.0,428.125,876,4898.0,6.0,10488222.698072804,6378.0,5.0,2703688.0033912677,16.0,6720.0,16.0,6850.0,65535,65535,10,54,329607.5,286726.8500236767,532354,126861,45004096,0.0,45004096,45004096,NeedManualLabel
192.168.57.131-51.105.71.137-51347-443-6,192.168.57.131,51347,51.105.71.137,443,6,10/05/2025 04:06:37 PM,46927105,97,70,108454,8762,1440,0,1118.0824742268042,551.5523484920972,1440,0,125.17142857142858,349.66041378592473,2497.831477138852,3.5587108985308173,282693.4036144578,3492448.5305417613,45006014,0,46785974,487353.8958333333,4591771.999331157,45006014,0,46794128,678175.768115942,5432649.688320676,45147180,0,0,0,0,0,5250,3804,2.067035671601732,1.4916752269290852,0,1440,701.8922155688623,684.2661008308584,468220.09674626647,0,2,0,33,166,0,0,0,0.7216494845360825,701.8922155688623,1118.0824742268042,125.17142857142858,5250,25749.75,20.5,379864.05897907773,6407.0,5.0,1571113.2908288375,97.0,108454.0,70.0,8762.0,65535,65535,88,54,960545.5,1158827.0991051686,1779960,141131,45006014,0.0,45006014,45006014,NeedManualLabel
192.168.57.131-192.168.57.32-63376-53-17,192.168.57.131,63376,192.168.57.32,53,17,10/05/2025 04:06:37 PM,27961,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,71.52819999284718,27961,0.0,27961,27961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,78,178,35.76409999642359,35.76409999642359,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,78,27961,0.0,27961,27961,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-58101-53-17,192.168.57.131,58101,192.168.57.32,53,17,10/05/2025 04:06:37 PM,27846,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,71.82360123536594,27846,0.0,27846,27846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,78,193,35.91180061768297,35.91180061768297,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,78,27846,0.0,27846,27846,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-51.105.71.137-51348-443-6,192.168.57.131,51348,51.105.71.137,443,6,10/05/2025 04:06:37 PM,3141814,1,3,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.2731498427341656,1047271.3333333334,927671.2865311361,1998699,145338,0.0,0.0,0.0,0.0,0.0,2996476,1498238,707758.7336388015,1998699,997777,0,0,0,0,66,198,0.3182874606835414,0.9548623820506242,0,0,0,0.0,0,0,4,0,0,3,0,0,0,3.0,0.0,0.0,0.0,66,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,65535,65535,0,66,3141814,0.0,3141814,3141814,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-51.105.71.137-51349-443-6,192.168.57.131,51349,51.105.71.137,443,6,10/05/2025 04:06:37 PM,3285008,1,3,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.2176530468114537,1095002.6666666667,923074.2055329753,1987813,144382,0.0,0.0,0.0,0.0,0.0,3140626,1570313,590434.1622907672,1987813,1152813,0,0,0,0,66,198,0.3044132617028634,0.9132397851085903,0,0,0,0.0,0,0,4,0,0,3,0,0,0,3.0,0.0,0.0,0.0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,0.0,65535,65535,0,66,3285008,0.0,3285008,3285008,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-51.105.71.137-51351-443-6,192.168.57.131,51351,51.105.71.137,443,6,10/05/2025 04:06:38 PM,3142691,1,3,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.272794557275914,1047563.6666666666,932282.5199312349,2001411,138457,0.0,0.0,0.0,0.0,0.0,3004234,1502117,706108.3464115121,2001411,1002823,0,0,0,0,66,198,0.3181986393189785,0.9545959179569355,0,0,0,0.0,0,0,4,0,0,3,0,0,0,3.0,0.0,0.0,0.0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,0.0,65535,65535,0,66,3142691,0.0,3142691,3142691,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-51.105.71.137-51352-443-6,192.168.57.131,51352,51.105.71.137,443,6,10/05/2025 04:06:38 PM,3142483,1,3,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.2728788031629765,1047494.3333333334,918086.121154401,1999867,168044,0.0,0.0,0.0,0.0,0.0,2974439,1487219.5,724993.0472166613,1999867,974572,0,0,0,0,66,198,0.31821970079074413,0.9546591023722324,0,0,0,0.0,0,0,4,0,0,3,0,0,0,3.0,0.0,0.0,0.0,66,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,65535,65535,0,66,3142483,0.0,3142483,3142483,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-61790-53-17,192.168.57.131,61790,192.168.57.32,53,17,10/05/2025 04:06:38 PM,20879,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,95.79002825805833,20879,0.0,20879,20879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,257,47.895014129029164,47.895014129029164,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,72,20879,0.0,20879,20879,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-61222-53-17,192.168.57.131,61222,192.168.57.32,53,17,10/05/2025 04:06:38 PM,20742,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,96.42271719217048,20742,0.0,20742,20742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,254,48.21135859608524,48.21135859608524,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,72,20742,0.0,20742,20742,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-23.223.244.137-51898-443-17,192.168.57.131,51898,23.223.244.137,443,17,10/05/2025 04:06:38 PM,467940,16,14,6808,3378,1250,31,425.5,524.3707339913877,1250,21,241.28571428571428,435.85979195351143,21767.748001880584,64.11078343377356,16135.862068965518,21329.844939032086,70181,0,467940,31196,30211.862689063997,78010,58,372073,28621,35219.11063613049,93625,0,0,0,0,0,672,644,34.1924178313459,29.91836560242766,21,1250,339.53333333333336,485.92284993808846,236121.01609195405,0,0,0,0,0,0,0,0,0.875,339.53333333333336,425.5,241.28571428571428,672,0.0,0.0,0.0,442.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,15,42,467940,0.0,467940,467940,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-56444-53-17,192.168.57.131,56444,192.168.57.32,53,17,10/05/2025 04:06:39 PM,9381,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,213.19688732544503,9381,0.0,9381,9381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,69,85,106.59844366272252,106.59844366272252,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,69,9381,0.0,9381,9381,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-50600-53-17,192.168.57.131,50600,192.168.57.32,53,17,10/05/2025 04:06:39 PM,16308,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,122.63919548687761,16308,0.0,16308,16308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,69,85,61.319597743438806,61.319597743438806,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,69,16308,0.0,16308,16308,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-51902-53-17,192.168.57.131,51902,192.168.57.32,53,17,10/05/2025 04:06:39 PM,77932,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,25.66339886054509,77932,0.0,77932,77932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,69,126,12.831699430272545,12.831699430272545,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,69,77932,0.0,77932,77932,0.0,0.0,0.0,0.0,NeedManualLabel
142.250.206.133-192.168.57.131-443-51086-6,142.250.206.133,443,192.168.57.131,51086,6,10/05/2025 04:06:39 PM,45139571,8,6,436,173,261,0,54.5,90.08725928628468,59,0,28.833333333333332,23.49822688346222,13.49148843262157,0.31014915937061077,3472274.6923076925,12481814.91218577,45014222,0,45093371,6441910.142857143,17028216.467150737,45058264,0,45095529,9019105.8,20141118.929249953,45048617,82,0,0,0,0,444,324,0.17722809106892046,0.13292106830169034,0,261,43.5,68.9645951529869,4756.115384615385,0,0,0,8,14,0,0,0,0.75,47.714285714285715,54.5,28.833333333333332,444,436.0,4.0,4448979.591836735,0.0,0.0,0.0,8.0,436.0,6.0,173.0,0,255,4,54,62674.5,26350.33420091669,81307,44042,45014222,0.0,45014222,45014222,NeedManualLabel
192.168.57.131-192.168.57.32-56864-53-17,192.168.57.131,56864,192.168.57.32,53,17,10/05/2025 04:06:39 PM,17279,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,115.74743908791018,17279,0.0,17279,17279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,75,91,57.87371954395509,57.87371954395509,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,75,17279,0.0,17279,17279,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-57904-53-17,192.168.57.131,57904,192.168.57.32,53,17,10/05/2025 04:06:39 PM,20616,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,97.01202949165697,20616,0.0,20616,20616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,75,91,48.50601474582849,48.50601474582849,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,75,20616,0.0,20616,20616,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-63645-53-17,192.168.57.131,63645,192.168.57.32,53,17,10/05/2025 04:06:39 PM,30657,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,65.23795544247643,30657,0.0,30657,30657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,75,125,32.61897772123822,32.61897772123822,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,75,30657,0.0,30657,30657,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-65009-53-17,192.168.57.131,65009,192.168.57.32,53,17,10/05/2025 04:06:39 PM,15532,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,128.76641771825908,15532,0.0,15532,15532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,75,91,64.38320885912954,64.38320885912954,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,75,15532,0.0,15532,15532,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-64255-53-17,192.168.57.131,64255,192.168.57.32,53,17,10/05/2025 04:06:39 PM,15261,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,131.05301094292642,15261,0.0,15261,15261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,75,91,65.52650547146321,65.52650547146321,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,75,15261,0.0,15261,15261,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-20.69.137.228-51261-443-6,192.168.57.131,51261,20.69.137.228,443,6,10/05/2025 04:06:39 PM,223981,2,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,13.393993240498077,111990.5,158300.7022110136,223926,55,223981,223981,0.0,223981,223981,0.0,0.0,0.0,0.0,0.0,0,0,0,0,108,54,8.929328826998718,4.464664413499359,0,0,0,0.0,0,2,0,0,0,3,0,0,0,0.5,0.0,0.0,0.0,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,16385,0,54,223981,0.0,223981,223981,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-20.69.137.228-51357-443-6,192.168.57.131,51357,20.69.137.228,443,6,10/05/2025 04:06:39 PM,4130898,30,95,12464,119088,1440,0,415.46666666666664,570.1813827155376,1440,0,1253.5578947368422,453.8577365395431,31845.860149536493,30.259764341796867,33313.6935483871,81807.53031663375,407103,0,4130898,142444.75862068965,181587.1697451304,628697,0,3907432,41568.425531914894,108192.27559974595,608113,0,0,0,0,0,1632,5142,7.2623434420312485,22.99742089976562,0,1440,1052.416,601.1112717561184,361334.76103225804,0,2,0,16,124,0,0,0,3.1666666666666665,1052.416,415.46666666666664,1253.5578947368422,1632,0.0,0.0,0.0,29459.0,20.75,246632.34124492446,0.0,0.0,0.0,0.0,65535,65535,14,54,4130898,0.0,4130898,4130898,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-60677-53-17,192.168.57.131,60677,192.168.57.32,53,17,10/05/2025 04:06:40 PM,8712,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,229.56841138659323,8712,0.0,8712,8712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,75,91,114.78420569329661,114.78420569329661,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,75,8712,0.0,8712,8712,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-54969-53-17,192.168.57.131,54969,192.168.57.32,53,17,10/05/2025 04:06:40 PM,20559,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,97.28099615740065,20559,0.0,20559,20559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,75,132,48.640498078700325,48.640498078700325,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,75,20559,0.0,20559,20559,0.0,0.0,0.0,0.0,NeedManualLabel
142.250.192.67-192.168.57.131-443-63197-17,142.250.192.67,443,192.168.57.131,63197,17,10/05/2025 04:06:40 PM,29212612,20,15,6161,5124,1250,22,308.05,464.72294802500625,1250,31,341.6,504.02193829804105,386.3057504067079,1.19811265079617,859194.4705882353,4311403.756166516,24984768,0,29199088,1536794.105263158,5755320.219033553,25033967,0,29170685,2083620.357142857,6677611.900521825,25021695,74,0,0,0,0,840,630,0.6846358004549542,0.5134768503412156,22,1250,322.42857142857144,474.9477547561407,225575.36974789915,0,0,0,0,0,0,0,0,0.75,358.14285714285717,308.05,341.6,840,3771.0,5.0,168785.24751588935,3334.0,4.0,4451268.357810414,10.0,3080.5,7.5,2562.0,0,0,20,42,2113922,2811295.3416516026,4101808,126036,24984768,0.0,24984768,24984768,NeedManualLabel
192.168.57.131-192.168.57.32-50060-53-17,192.168.57.131,50060,192.168.57.32,53,17,10/05/2025 04:06:40 PM,53620,2,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,55.949272659455424,26810,22307.804732873203,42584,11036,42584,42584,0.0,42584,42584,0.0,0.0,0.0,0.0,0.0,0,0,0,0,172,172,37.299515106303616,18.649757553151808,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,86,53620,0.0,53620,53620,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-62252-53-17,192.168.57.131,62252,192.168.57.32,53,17,10/05/2025 04:06:41 PM,15754,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,126.95188523549574,15754,0.0,15754,15754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,88,104,63.47594261774787,63.47594261774787,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,88,15754,0.0,15754,15754,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-63132-53-17,192.168.57.131,63132,192.168.57.32,53,17,10/05/2025 04:06:41 PM,12185,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,164.13623307345097,12185,0.0,12185,12185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,88,138,82.06811653672548,82.06811653672548,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,88,12185,0.0,12185,12185,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-51456-53-17,192.168.57.131,51456,192.168.57.32,53,17,10/05/2025 04:06:41 PM,11076,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,180.57060310581437,11076,0.0,11076,11076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,86,102,90.28530155290719,90.28530155290719,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,86,11076,0.0,11076,11076,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-62397-53-17,192.168.57.131,62397,192.168.57.32,53,17,10/05/2025 04:06:41 PM,12241,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,163.3853443346132,12241,0.0,12241,12241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,86,136,81.6926721673066,81.6926721673066,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,86,12241,0.0,12241,12241,0.0,0.0,0.0,0.0,NeedManualLabel
142.250.182.234-192.168.57.131-443-52451-17,142.250.182.234,443,192.168.57.131,52451,17,10/05/2025 04:06:41 PM,29056376,20,15,6966,7507,1250,24,348.3,479.1029007151639,1250,29,500.46666666666664,567.9013831224405,498.1006578384035,1.2045548970043614,854599.2941176471,4882038.859978249,28483426,0,29035850,1528202.6315789474,6537840.235167321,28525001,0,29009053,2072075.2142857143,7616484.103631919,28534009,13,0,0,0,0,840,630,0.6883170840024923,0.5162378130018692,24,1250,413.51428571428573,516.6318732298413,266908.4924369748,0,0,0,0,0,0,0,0,0.75,449.22857142857146,348.3,500.46666666666664,840,2007.0,5.0,318672.59447443637,2928.0,5.0,5975510.204081633,20.0,6966.0,15.0,7507.0,0,0,20,42,286475,208259.9176221867,433737,139213,28483426,0.0,28483426,28483426,NeedManualLabel
